FENDRR	ceRNA or sponge	miR-761
FENDRR	epigenetic regulation	SETDB1
FENDRR	expression association	CSNK1E
FER1L4	ceRNA or sponge	PTEN
FER1L4	ceRNA or sponge	SOCS5
FER1L4	ceRNA or sponge	miR-106a-5p
FERRE	ceRNA or sponge	EZH2
FEZF1-AS1	ceRNA or sponge	AKT3
FEZF1-AS1	ceRNA or sponge	ITGA11
FEZF1-AS1	ceRNA or sponge	MIR4443
FEZF1-AS1	ceRNA or sponge	NOB1
FEZF1-AS1	ceRNA or sponge	NT5E
FGD5	ceRNA or sponge	RORA
FGD5-AS1	ceRNA or sponge	CDCA7
FGD5-AS1	ceRNA or sponge	SOCS6
FGF12-AS2	ceRNA or sponge	NCAPG2
FGF13	expression association	MRLN
FGF13-AS1	expression association	MYC
FGF13-AS1	interact with protein	IGF2BPs
FGF14-AS2	ceRNA or sponge	miR-205-5p
FGFR3-AS1	interact with mRNA	FGFR3
FILNC1	expression association	MYC
FKBP9P1	expression association	AKT1
FLVCR1-DT	ceRNA or sponge	E2F2
FLVCR1-DT	ceRNA or sponge	miR-30b-3p
FLVCR1-DT	ceRNA or sponge	miR-458-5p
FOS	transcriptional regulation	circPVT1
FOXA1	chromatin looping	PCSEAT
FOXA2	transcriptional regulation	LINC00261
FOXC1	expression association	HOTTIP
FOXC2-AS1	ceRNA or sponge	MMP2
FOXCUT	expression association	BAX
FOXD1-AS1	interact with mRNA	FOXD1
FOXD2-AS1	ceRNA or sponge	ABCC3
FOXD2-AS1	ceRNA or sponge	MAP3K1
FOXD2-AS1	ceRNA or sponge	MIR4492
FOXD2-AS1	ceRNA or sponge	PFN2
FOXD2-AS1	ceRNA or sponge	S100A1
FOXD2-AS1	ceRNA or sponge	TMEM9
FOXD2-AS1	expression association	p-p44
FOXD2-AS1	expression association	p-p65
FOXD3	transcriptional regulation	OLA1P2
FOXD3-AS1	ceRNA or sponge	CDK6
FOXD3-AS1	ceRNA or sponge	MAP3K2
FOXD3-AS1	ceRNA or sponge	RICTOR
FOXD3-AS1	ceRNA or sponge	miR-150
FOXD3-AS1	expression association	DCTN6
FOXM1	expression association	FRGCA
FOXO1	chromatin looping	RAPIA
FOXO1	epigenetic regulation	RP11-838N2.4
FOXO1	interact with protein	LETR1
FOXO3	interact with protein	URRCC
FOXO4	transcriptional regulation	PVT1
FOXP1	transcriptional regulation	CLRN1-AS1
FOXP4-AS	ceRNA or sponge	EIF5AL1
FOXP4-AS1	ceRNA or sponge	FOXP4
FRMD6-AS2	chromatin looping	FRMD6
FTH1P3	ceRNA or sponge	TPD52
FTH1P3	ceRNA or sponge	miR-224-5p
FTX	ceRNA or sponge	BCL2L2
FTX	ceRNA or sponge	FMR1
FTX	ceRNA or sponge	MTDH
FTX	ceRNA or sponge	SIVA1
FTX	ceRNA or sponge	miR-374a
FTX	expression association	DDX58
FTX	expression association	HAVCR2
FTX	interact with protein	MCM2
FUNDC2P4	expression association	CDH1
G3BP1	epigenetic regulation	H19
GABARAPL2	expression association	IL-1¦Â
GABPB1-AS1	ceRNA or sponge	NOTCH2
GACAT3	ceRNA or sponge	CCND2
GACAT3	ceRNA or sponge	NAMPT
GACAT3	expression association	Capsase9
GACAT3	expression association	E-Cadherin
GAPLINC	ceRNA or sponge	CD44
GAPLINC	ceRNA or sponge	EEF2K
GAPLINC	ceRNA or sponge	miR-382-5p
GAPLINC	ceRNA or sponge	miR-575
GAS1RR	expression association	POU5F1
GAS1RR	transcriptional regulation	GAS1
GAS5	ceRNA or sponge	ACE2
GAS5	ceRNA or sponge	APOBEC3C
GAS5	ceRNA or sponge	ATG3
GAS5	ceRNA or sponge	CALM2
GAS5	ceRNA or sponge	DIRAS3
GAS5	ceRNA or sponge	IER3
GAS5	ceRNA or sponge	INPP5D
GAS5	ceRNA or sponge	KCNK3
GAS5	ceRNA or sponge	RECK
GAS5	ceRNA or sponge	SPRY2
GAS5	ceRNA or sponge	TLR10
GAS5	ceRNA or sponge	miR-126-3p
GAS5	ceRNA or sponge	miR-1297
GAS5	ceRNA or sponge	miR-135b
GAS5	ceRNA or sponge	miR-18a
GAS5	ceRNA or sponge	miR-18a-5p
GAS5	ceRNA or sponge	miR-196a-5p
GAS5	ceRNA or sponge	miR-222
GAS5	ceRNA or sponge	miR-223-3P
GAS5	ceRNA or sponge	miR-23a
GAS5	ceRNA or sponge	miR-301a
GAS5	epigenetic regulation	HIPK2
GAS5	expression association	Cyclin B1
GAS5	expression association	GSTM3
GAS5	expression association	IL10
GAS5	expression association	IL18
GAS5	expression association	Ki-67
GAS5	expression association	LC3II
GAS5	expression association	MIR544A
GAS5	expression association	RUNX3
GAS5	expression association	SERCA2b
GAS5	expression association	SNORD50A
GAS5	expression association	p62
GAS5	transcriptional regulation	TBX21
GAS5-AS1	ceRNA or sponge	TUSC2
GAS6-AS1	ceRNA or sponge	SETD1A
GAS6-AS1	expression association	GAS6
GAS6-DT	ceRNA or sponge	CDK9
GAS8-AS1	ceRNA or sponge	CCNG2
GAS8-AS1	epigenetic regulation	GAS8
GAS8-AS1	interact with protein	MLL1
GASAL1	expression association	E2F1
GATA2-AS1	interact with protein	GATA1
GATA3-AS1	ceRNA or sponge	COPS5
GATA3-AS1	expression association	GATA3
GATA6	transcriptional regulation	MIR100HG
GATA6-AS	expression association	MIR205
GATA6-AS	transcriptional regulation	MIR421
GATD3	interact with protein	POU5F1
GAU1	expression association	GALNT8
GCAWKR	epigenetic regulation	PTP4A1
GCAWKR	interact with protein	KAT2A
GCM1	ceRNA or sponge	miR-124
GClnc1	expression association	CDKN1A
GDF15	expression association	LINC01133
GEHT1	expression association	HIF1A
GFI1	expression association	TMEM238L
GHET1	expression association	CDH1
GHR	expression association	EGFR-AS1
GHRL	transcriptional regulation	H19
GIAT4RA	transcriptional regulation	HELLS
GIHCG	epigenetic regulation	miR-200a
GIHCG	epigenetic regulation	miR-200b
GIHCG	epigenetic regulation	miR-429
GIHCG	expression association	MIR1281
GLCC1	interact with protein	IGF2BP1
GMDS-DT	ceRNA or sponge	CYLD
GNAS	expression association	TPTEP1
GNAS-AS1	ceRNA or sponge	NECAB3
GPC3-AS1	epigenetic regulation	GPC3
GPER1	interact with protein	lncRNA-Glu
GPLD1	expression association	CDKN2B-AS1
GPNCA	expression association	GSK3B
GRASLND	ceRNA or sponge	LOX
GREP1	ceRNA or sponge	CDC23
GRIK1-AS1	ceRNA or sponge	IFIT2
GSC-DT	ceRNA or sponge	BMI1
GSEC	interact with mRNA	PFKFB3
GSEC	interact with protein	DHX36
GSTM3TV2	ceRNA or sponge	FOSL2
GSTP1P1	interact with protein	HSP90AA1
Giver	expression association	CCL2
Gm15290	ceRNA or sponge	miR-615-5p
Gm44593	ceRNA or sponge	WNK1
H19	ceRNA or sponge	AT1R
H19	ceRNA or sponge	CCN2
H19	ceRNA or sponge	CRYAA
H19	ceRNA or sponge	CYTH3
H19	ceRNA or sponge	CaMKII¦Ä
H19	ceRNA or sponge	DSG1
H19	ceRNA or sponge	DUX4
H19	ceRNA or sponge	ER¦Â
H19	ceRNA or sponge	FADD
H19	ceRNA or sponge	GIT2
H19	ceRNA or sponge	GRN
H19	ceRNA or sponge	HRAS
H19	ceRNA or sponge	ID2
H19	ceRNA or sponge	LEF1
H19	ceRNA or sponge	NF1
H19	ceRNA or sponge	PAPPA
H19	ceRNA or sponge	POSTN
H19	ceRNA or sponge	PPP1R13L
H19	ceRNA or sponge	ROCK2
H19	ceRNA or sponge	SATB2
H19	ceRNA or sponge	SORBS2
H19	ceRNA or sponge	SOX8
H19	ceRNA or sponge	TDG
H19	ceRNA or sponge	TET1
H19	ceRNA or sponge	USP4
H19	ceRNA or sponge	VASH2
H19	ceRNA or sponge	YES1
H19	ceRNA or sponge	YWHAZ
H19	ceRNA or sponge	miR-130b
H19	ceRNA or sponge	miR-193b-3p
H19	ceRNA or sponge	miR-200b-3p
H19	ceRNA or sponge	miR-22
H19	ceRNA or sponge	miR-29a-3p
H19	ceRNA or sponge	miR-484
H19	epigenetic regulation	MED12/HMGA2
H19	epigenetic regulation	NKD1
H19	epigenetic regulation	PMAIP1
H19	expression association	ACP5
H19	expression association	BCR-ABL
H19	expression association	COQ8B
H19	expression association	CUL4A
H19	expression association	GCLC
H19	expression association	GCLM
H19	expression association	GSR
H19	expression association	GSTP1
H19	expression association	GTF2H1
H19	expression association	IGF2BP3
H19	expression association	NQO1
H19	expression association	PPP1CA
H19	expression association	PPP2CA
H19	expression association	REXO2
H19	expression association	S1PR2
H19	expression association	SNORA7A
H19	expression association	TGFBI
H19	expression association	VGF
H19	expression association	miR-140-5p
H19	expression association	miR-675-5p
H19	interact with protein	CALN1
H19	interact with protein	EIF4EBP1
H19	interact with protein	ISM1
H19	interact with protein	MBD1
H19	interact with protein	SREBF1
H19	interact with protein	ULK1
H19	transcriptional regulation	miR-6515-3p
H22954	expression association	BCL2
H23	expression association	NOS3
H3K27	epigenetic regulation	lnc-SLC4A1-1
HAGLR	ceRNA or sponge	ARHGAP11A
HAGLR	ceRNA or sponge	E2F8
HAGLR	ceRNA or sponge	FZD4
HAGLR	ceRNA or sponge	MECP2
HAGLR	ceRNA or sponge	SLC27A4
HAGLR	ceRNA or sponge	miR-133a-3p
HAGLR	epigenetic regulation	HOXD3
HAGLR	expression association	RGS3
HAGLROS	ceRNA or sponge	ATG12
HAGLROS	ceRNA or sponge	miR-100
HAGLROS	expression association	ACACA
HAGLROS	expression association	ATG9A
HAGLROS	expression association	ATG9B
HAGLROS	expression association	CPT11
HAGLROS	expression association	SCD1
HAND2-AS1	ceRNA or sponge	BCL2L11
HAND2-AS1	transcriptional regulation	BMPR1A
HANR	interact with protein	GSK3B
HAR1A	expression association	ALPK1
HAR2A	expression association	BRD7
HAS2-AS1	ceRNA or sponge	PRPS1
HAS2-AS1	expression association	HAS2
HATAIR	ceRNA or sponge	miR-613
HBX	expression association	DBH-AS1
HCG11	ceRNA or sponge	APOM
HCG11	ceRNA or sponge	BRMS1
HCG11	ceRNA or sponge	CPEB3
HCG11	ceRNA or sponge	MTA3
HCG11	ceRNA or sponge	PKP2
HCG18	ceRNA or sponge	CCND1
HCG18	ceRNA or sponge	PPP2R2A
HCG22	ceRNA or sponge	miR-650
HCP5	ceRNA or sponge	BIRC3
HCP5	ceRNA or sponge	EPHA7
HCP5	ceRNA or sponge	PLAGL2
HCP5	ceRNA or sponge	PRC1
HCP5	ceRNA or sponge	miR-128-3p
HCP5	ceRNA or sponge	miR-139-5p
HCP5	expression association	AP1G1
HCP5	expression association	miR-27b-3p
HCP5	transcriptional regulation	MSH5
HDAC1	expression association	NONHSAT113026
HDAC3	transcriptional regulation	LOC101928316
HEIH	ceRNA or sponge	CDK8
HEIH	ceRNA or sponge	miR-939
HERES	interact with protein	EZH2
HGF	transcriptional regulation	H19
HHIP-AS1	interact with protein	HHIP
HHIP<U+2011>AS1	ceRNA or sponge	PCDHGA9
HIC1	expression association	lncRNA-numb
HIF1A	expression association	GAPLINC
HIF1A-AS1	ceRNA or sponge	APAF1
HIF1A-AS2	ceRNA or sponge	HIF1A
HIF1A-AS2	ceRNA or sponge	miR-153-3p
HIF1A-AS2	expression association	Caspase7
HIF1A-AS2	interact with protein	PHLDA1
HIF1A-AS3	expression association	POU5F1
HIF1A-AS4	expression association	SOX2
HIF2PUT	expression association	HIF-2alpha
HIT000218960	expression association	HMGA2
HIX003209	ceRNA or sponge	TLR2
HK2P1	ceRNA or sponge	HK2
HLA-F-AS1	ceRNA or sponge	PFN1
HMGA2-AS1	expression association	HMGA2
HMMR-AS1	ceRNA or sponge	SIRT6
HNF1A	transcriptional regulation	HNF1A-AS1
HNF1A-AS1	ceRNA or sponge	ATG5
HNF1A-AS1	ceRNA or sponge	CDC34
HNF1A-AS1	ceRNA or sponge	MAP2K4
HNF1A-AS1	ceRNA or sponge	TRIM32
HNF1A-AS1	expression association	CEACAM5
HNF1A-AS1	expression association	RRM1
HNF1A-AS1	interact with protein	PTPN6
HNF4A-AS1	interact with protein	CTCF
HNRNPAB	interact with protein	lnc-ELF209
HNRNPH1	expression association	RP11-670E13.6
HNRNPKP2	expression association	CXCR4
HNRNPL	interact with protein	LINC02273
HOMER3-AS1	expression association	HOMER3
HORAS5	expression association	AR
HOTAIR	ceRNA or sponge	ADAM10
HOTAIR	ceRNA or sponge	DHX33
HOTAIR	ceRNA or sponge	FOXR2
HOTAIR	ceRNA or sponge	FUT6
HOTAIR	ceRNA or sponge	HLA-G
HOTAIR	ceRNA or sponge	HOXC8
HOTAIR	ceRNA or sponge	MIR204
HOTAIR	ceRNA or sponge	MIR217
HOTAIR	ceRNA or sponge	MIR219A1
HOTAIR	ceRNA or sponge	NNMT
HOTAIR	ceRNA or sponge	PTGS2
HOTAIR	ceRNA or sponge	RAB3IP
HOTAIR	ceRNA or sponge	SKA2
HOTAIR	ceRNA or sponge	ST8SIA4
HOTAIR	ceRNA or sponge	STC2
HOTAIR	ceRNA or sponge	TNFSF14
HOTAIR	ceRNA or sponge	TUBGCP5
HOTAIR	ceRNA or sponge	glutaminase
HOTAIR	ceRNA or sponge	miR-217-5p
HOTAIR	ceRNA or sponge	miR-326
HOTAIR	ceRNA or sponge	miR-330-5p
HOTAIR	epigenetic regulation	ABL2
HOTAIR	epigenetic regulation	AJAP1
HOTAIR	epigenetic regulation	ASPM
HOTAIR	epigenetic regulation	CCNA2
HOTAIR	epigenetic regulation	CENPE
HOTAIR	epigenetic regulation	CEP55
HOTAIR	epigenetic regulation	CHUK
HOTAIR	epigenetic regulation	EIF4E
HOTAIR	epigenetic regulation	EPHA1
HOTAIR	epigenetic regulation	HOXD10
HOTAIR	epigenetic regulation	IKBKG
HOTAIR	epigenetic regulation	JAM2
HOTAIR	epigenetic regulation	KIF4A
HOTAIR	epigenetic regulation	LAMB3
HOTAIR	epigenetic regulation	MAGI2
HOTAIR	epigenetic regulation	MTHFR
HOTAIR	epigenetic regulation	NCAPG
HOTAIR	epigenetic regulation	NCAPH
HOTAIR	epigenetic regulation	NLK
HOTAIR	epigenetic regulation	NUSAP1
HOTAIR	epigenetic regulation	PCDHB5
HOTAIR	epigenetic regulation	PGR
HOTAIR	epigenetic regulation	PLK4
HOTAIR	epigenetic regulation	PRB
HOTAIR	epigenetic regulation	PRG1
HOTAIR	epigenetic regulation	SOX17
HOTAIR	epigenetic regulation	TET
HOTAIR	epigenetic regulation	TNFRSF10B
HOTAIR	epigenetic regulation	UBXN1
HOTAIR	epigenetic regulation	miR-205
HOTAIR	epigenetic regulation	miR-663b
HOTAIR	expression association	ABCB4
HOTAIR	expression association	ANGPT2
HOTAIR	expression association	ASTN1
HOTAIR	expression association	BECN1
HOTAIR	expression association	CASP2
HOTAIR	expression association	CCNG1
HOTAIR	expression association	CCNJ
HOTAIR	expression association	FASN
HOTAIR	expression association	KDM6B
HOTAIR	expression association	LRRK2
HOTAIR	expression association	MUC5AC
HOTAIR	expression association	NTM
HOTAIR	expression association	OGFR
HOTAIR	expression association	PCDHA1
HOTAIR	expression association	PHOX2A
HOTAIR	expression association	PIK3R2
HOTAIR	expression association	PTK2B
HOTAIR	expression association	RBM38
HOTAIR	expression association	RPS6KB1
HOTAIR	expression association	VOPP1
HOTAIR	expression association	miR-125a-5p
HOTAIR	expression association	miR-206
HOTAIR	interact with protein	EED
HOTAIR	transcriptional regulation	NSG1
HOTAIR	transcriptional regulation	SETD2
HOTAIR	transcriptional regulation	miR-199a-5p
HOTAIRM1	ceRNA or sponge	DLGAP1
HOTAIRM1	ceRNA or sponge	miR-106b
HOTAIRM1	ceRNA or sponge	miR-20a
HOTAIRM1	expression association	ITGA4
HOTAIRM1	expression association	ITGAX
HOTAIRM1	interact with protein	HOXA
HOTTIP	ceRNA or sponge	DDA1
HOTTIP	ceRNA or sponge	HMGB3
HOTTIP	ceRNA or sponge	TGFBR2
HOTTIP	ceRNA or sponge	miR-547-5p
HOTTIP	expression association	CHI3L1
HOTTIP	expression association	CLIC5
HOTTIP	expression association	CYB5R2
HOTTIP	expression association	CYP26B1
HOTTIP	expression association	SULT1A1
HOTTIP	expression association	UCP2
HOTTIP	expression association	miR-490-3p
HOTTIP	interact with mRNA	BABAM2
HOTTIP	transcriptional regulation	MIR196B
HOTTIP	transcriptional regulation	SGK1
HOXA-AS2	ceRNA or sponge	CDK8
HOXA-AS2	ceRNA or sponge	HOXA3
HOXA-AS2	ceRNA or sponge	S100A4
HOXA-AS2	ceRNA or sponge	miR-520a-3p
HOXA-AS2	ceRNA or sponge	miR-520c-3p
HOXA-AS2	epigenetic regulation	PLK3
HOXA-AS2	expression association	miR-145-3p
HOXA-AS2	transcriptional regulation	RND3
HOXA-AS3	ceRNA or sponge	BMP1
HOXA-AS3	ceRNA or sponge	LPCAT1
HOXA-AS3	ceRNA or sponge	PDE5A
HOXA10-AS	expression association	HOXA10
HOXA11-AS	ceRNA or sponge	ABCC10
HOXA11-AS	ceRNA or sponge	HOXA7
HOXA11-AS	ceRNA or sponge	PIM1
HOXA11-AS	ceRNA or sponge	TGFbetaR1
HOXA11-AS	ceRNA or sponge	miR-155
HOXA11-AS	epigenetic regulation	HOXA11
HOXA11-AS	expression association	PRSS8
HOXA11-AS	interact with protein	STAU1
HOXA13	epigenetic regulation	HOTTIP
HOXA5	transcriptional regulation	LINC00312
HOXA9	transcriptional regulation	HOTAIR
HOXB-AS1	ceRNA or sponge	HOXB2
HOXB-AS3	ceRNA or sponge	LDHA
HOXB-AS3	transcriptional regulation	CCNB2
HOXB-AS3	transcriptional regulation	MCM4
HOXB-AS3	transcriptional regulation	MCM6
HOXB13	transcriptional regulation	HOXC-AS3
HOXB13-AS1	epigenetic regulation	HOXB13
HOXBLINC	transcriptional regulation	NPM1c+
HOXC-AS1	ceRNA or sponge	MYC
HOXC-AS2	ceRNA or sponge	ZEB1
HOXC-AS3	ceRNA or sponge	PPP1R1A
HOXC-AS3	transcriptional regulation	miR-105-5p
HOXC13-AS	ceRNA or sponge	HMGA2
HOXO-AS1	ceRNA or sponge	miR-147a
HSPA7	ceRNA or sponge	miR-223
HSRL	expression association	SNX9
HULC	ceRNA or sponge	ACSL1
HULC	ceRNA or sponge	APOBEC3B
HULC	ceRNA or sponge	MIR186
HULC	ceRNA or sponge	MIR622
HULC	ceRNA or sponge	PPARA
HULC	ceRNA or sponge	RTKN
HULC	ceRNA or sponge	SQSTM1
HULC	ceRNA or sponge	TRPM7
HULC	expression association	CLOCK
HULC	expression association	ESM1
HULC	expression association	RRAS
HULC	expression association	SPHK1
HULC	expression association	USP22
HULC	expression association	ZIC2
HULC	expression association	miR-125a-3p
HULC	transcriptional regulation	TERF2
HYOU1-AS	interact with protein	HYOU1
Hmrhl	expression association	PDGFRB
Hmrhl	expression association	ZIC1
Hsp4	ceRNA or sponge	DNAJB6
IATPR	expression association	CTNNB1
IATPR	expression association	PROM1
ICMT-DT	ceRNA or sponge	YTHDF1
ICMT-DT	epigenetic regulation	CNN1
ICMT-DT	epigenetic regulation	TPX2
ID2-AS1	interact with protein	HDAC8
IDH1-AS1	ceRNA or sponge	ATG5
IDH1-AS1	interact with protein	PTBP3
IFNG-AS1	ceRNA or sponge	miR-627-3p
IFNG-AS1	expression association	HLA-DRB1
IFNG-AS1	interact with protein	ESRP2
IFN¦Ã	transcriptional regulation	IFNG-AS1
IFN¦Ã	transcriptional regulation	MAFTRR
IGF1	expression association	CRNDE
IGF2-AS	ceRNA or sponge	CREB1
IGF2-AS	ceRNA or sponge	KLK4
IGF2-AS	ceRNA or sponge	SHOX2
IGF2BP2	transcriptional regulation	CASC9
IGFBP4-1	expression association	IGFBP4
IGFL2-AS1	ceRNA or sponge	ARPP19
IGFL2-AS1	ceRNA or sponge	BPY2C
IGFL2-AS1	ceRNA or sponge	IGFL1
IGKJ2-MALLP2	ceRNA or sponge	CDKN1A
IGSF9B	ceRNA or sponge	PRR12
IL1R1-AS1	expression association	BCL2
IL21-AS1	expression association	IL2
IL6	transcriptional regulation	AU021063
ILF3-DT	ceRNA or sponge	CAMK1D
INHBA	ceRNA or sponge	MCL1
IPO7	ceRNA or sponge	MALAT1
IQANK1	ceRNA or sponge	Girdin
IQANK1	expression association	Col II
IQANK1	expression association	MMP©\3
IRAIN	epigenetic regulation	CDKN2B
IRF1	expression association	IRF1-AS
IRF1-AS	expression association	IRF1
IRF4	expression association	TEX41
ITCH	expression association	HULC
ITGB1	expression association	miR-10a
ITGB2-AS1	expression association	ITGB2
ITIH4-AS1	expression association	FUS
IUR	ceRNA or sponge	TP53
JMJD6	transcriptional regulation	HOTAIR
JPX	ceRNA or sponge	HIF1A
JUN	transcriptional regulation	LINC01419
JUND1	transcriptional regulation	LOXL1-AS1
KB-1471A8.2	expression association	CDK4
KCNMA1-AS1	expression association	BCL2L1
KCNQ1	ceRNA or sponge	MIR133B
KCNQ1OT1	ceRNA or sponge	BAX
KCNQ1OT1	ceRNA or sponge	GAB1
KCNQ1OT1	ceRNA or sponge	ITGAV
KCNQ1OT1	ceRNA or sponge	MFAP2
KCNQ1OT1	ceRNA or sponge	PPP1R1B
KCNQ1OT1	ceRNA or sponge	TRPS1
KCNQ1OT1	ceRNA or sponge	TSPAN3
KCNQ1OT1	ceRNA or sponge	miR-146a-3p
KCNQ1OT1	expression association	CXCL12
KCNQ1OT1	expression association	miR-214-3p
KDM4A-AS1	ceRNA or sponge	KPNA2
KDM4C	epigenetic regulation	MALAT1
KDM7A-DT	ceRNA or sponge	PRAF2
KIMAT1	transcriptional regulation	DHX9
KLF3-AS1	ceRNA or sponge	GIT1
KLF5	interact with protein	CASC15
KLF8	transcriptional regulation	AC132217.4
KMT2A	transcriptional regulation	HOTAIR
KMT2C	transcriptional regulation	HOTAIR
KRAS	expression association	UCA1
KRT19P3	transcriptional regulation	COPS7A
KRT7-AS	interact with mRNA	KRT7
KTN1-AS1	ceRNA or sponge	ERBIN
LACAT1	ceRNA or sponge	miR-4301
LAMTOR5	transcriptional regulation	DLEU2
LAMTOR5-AS1	interact with protein	NRF2
LAPAS1	transcriptional regulation	SPNS2
LASP1-AS	expression association	LASP1
LATS2-AS1-001	expression association	Cyclin D1
LBX2-AS1	ceRNA or sponge	IRS1
LBX2-AS1	ceRNA or sponge	LBX2
LCAL1	interact with protein	PRKAA2
LCAT1	ceRNA or sponge	RAC1
LCTS5	interact with protein	INO80
LDC1P	expression association	CTNNB1
LEF-AS1	ceRNA or sponge	KIF3B
LEF1-AS1	ceRNA or sponge	DIAPH1
LEF1-AS1	expression association	miR-544a
LEF1-AS1	interact with protein	FUT8
LEGLTBC	ceRNA or sponge	SIRT1
LERFS	interact with protein	SYNCRIP
LGMNP1	ceRNA or sponge	LGMN
LIFR-AS1	ceRNA or sponge	COL1A2
LIFR-AS1	ceRNA or sponge	TNFAIP3
LIN28A	expression association	SNHG14
LIN28B	ceRNA or sponge	MYC
LIN28B-AS1	interact with mRNA	LIN28B
LINC-01572:28	expression association	CDKN1B
LINC-PINT	ceRNA or sponge	MIR543
LINC-PINT	ceRNA or sponge	PTCH1
LINC-PINT	ceRNA or sponge	miR-524-5p
LINC-PINT	ceRNA or sponge	miR-576-5p
LINC-PINT	expression association	HMOX1
LINC-PINT	expression association	miRNA-21
LINC-ROR	ceRNA or sponge	ABCB1
LINC-ROR	ceRNA or sponge	ARF6
LINC-ROR	ceRNA or sponge	FLNB
LINC-ROR	ceRNA or sponge	MST1
LINC-ROR	ceRNA or sponge	NF2
LINC-ROR	ceRNA or sponge	RAD18
LINC-ROR	ceRNA or sponge	let-7family
LINC-ROR	ceRNA or sponge	miR-133
LINC-ROR	epigenetic regulation	TESC
LINC-ROR	expression association	DUSP7
LINC-ROR	expression association	IL-1beta
LINC-ROR	expression association	LMNB2
LINC-ROR	expression association	MRP1
LINC-ROR	expression association	let-7b-5p
LINC00052	ceRNA or sponge	CALCOCO1
LINC00052	ceRNA or sponge	miR-330-3p
LINC000607	expression association	TP53
LINC00092	interact with protein	PFKFB2
LINC00114	expression association	miR-203
LINC00115	ceRNA or sponge	ZEB1
LINC00115	ceRNA or sponge	ZNF596
LINC00160	ceRNA or sponge	PIK3R3
LINC00161	ceRNA or sponge	IFIT2
LINC00163	ceRNA or sponge	AKAP12
LINC00173	ceRNA or sponge	Etk
LINC00173	ceRNA or sponge	GSKIP
LINC00173.v1	ceRNA or sponge	VEGFA
LINC00174	ceRNA or sponge	S100A10
LINC00176	ceRNA or sponge	miR-185
LINC00184	ceRNA or sponge	ANXA2
LINC00205	ceRNA or sponge	CDK6
LINC00205	ceRNA or sponge	EPHX1
LINC00205	interact with mRNA	CSDE1
LINC00210	ceRNA or sponge	IGF1R
LINC00210	ceRNA or sponge	miR-328-5p
LINC00221	ceRNA or sponge	MMP11
LINC00221	ceRNA or sponge	ZBTB5
LINC00221	ceRNA or sponge	miR-519a
LINC00222	expression association	GSK3B
LINC00240	ceRNA or sponge	STAT3
LINC00242	ceRNA or sponge	FOXC1
LINC00243	ceRNA or sponge	PDK4
LINC00261	ceRNA or sponge	FOXO1
LINC00261	ceRNA or sponge	SFRP2
LINC00261	ceRNA or sponge	TIMP4
LINC00261	ceRNA or sponge	TNRC6A
LINC00261	epigenetic regulation	DPYD
LINC00261	expression association	miR-23a-3p
LINC00265	expression association	EGFR
LINC00299	ceRNA or sponge	AURKA
LINC00304	expression association	CCNA1
LINC00311	ceRNA or sponge	TLR4
LINC00312	ceRNA or sponge	CDH1
LINC00312	ceRNA or sponge	miR-197-3p
LINC00312	expression association	PRKDC
LINC00313	ceRNA or sponge	FOSL2
LINC00313	ceRNA or sponge	MIR422A
LINC00313	epigenetic regulation	ALX4
LINC00319	ceRNA or sponge	KLF12
LINC00319	ceRNA or sponge	MIR32
LINC00319	ceRNA or sponge	NACC1
LINC00319	ceRNA or sponge	RAP2A
LINC00319	ceRNA or sponge	ROMO1
LINC00319	ceRNA or sponge	RPP25
LINC00319	interact with protein	TAF1
LINC00320	interact with protein	CTNNB1
LINC00324	ceRNA or sponge	AKT1
LINC00324	interact with protein	CFAP251
LINC00336	ceRNA or sponge	CBS
LINC00339	ceRNA or sponge	DCP1A
LINC00339	ceRNA or sponge	SRY-box9
LINC00342	ceRNA or sponge	HDGF
LINC00342	expression association	miR-545-5p
LINC00346	expression association	JAK2
LINC00355	ceRNA or sponge	ABCB1
LINC00355	ceRNA or sponge	LYAR
LINC00400	ceRNA or sponge	RAF1
LINC00423	transcriptional regulation	NFATC3
LINC00426	ceRNA or sponge	MIR4319
LINC00458	ceRNA or sponge	BMF
LINC00459	ceRNA or sponge	DKK3
LINC00460	ceRNA or sponge	AGR2
LINC00460	ceRNA or sponge	FADS1
LINC00460	ceRNA or sponge	KDM2A
LINC00460	ceRNA or sponge	MIR539
LINC00460	ceRNA or sponge	PAK1
LINC00460	ceRNA or sponge	miR-1224-5p
LINC00460	transcriptional regulation	WWC2
LINC00461	ceRNA or sponge	BCL2
LINC00461	ceRNA or sponge	DCAF11
LINC00461	ceRNA or sponge	LRIG2
LINC00461	ceRNA or sponge	METAP1
LINC00461	ceRNA or sponge	SALL1
LINC00461	expression association	miR-30a-5p
LINC00462	expression association	AKT1
LINC00466	ceRNA or sponge	CHEK1
LINC00467	ceRNA or sponge	CCND1
LINC00467	ceRNA or sponge	IP6K2
LINC00467	ceRNA or sponge	KIF23
LINC00467	expression association	HTRA3
LINC00467	expression association	TRAF5
LINC00470	expression association	ILF2
LINC00472	ceRNA or sponge	DEDD
LINC00472	ceRNA or sponge	JP2
LINC00472	ceRNA or sponge	RYR2
LINC00472	ceRNA or sponge	TRIM8
LINC00473	ceRNA or sponge	BASP1
LINC00473	ceRNA or sponge	ROBO1
LINC00473	ceRNA or sponge	SPIN1
LINC00473	expression association	STK11
LINC00473	expression association	USP9X
